rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_score,ra,dec,koi_kepmag
2220,8494617,K02389.01,Kepler-1218 b,CONFIRMED,0.9930,291.578980,44.531712,13.578
2221,10289119,K02390.01,Kepler-1219 b,CONFIRMED,0.9900,297.215790,47.378521,12.249
2222,7382313,K02392.01,Kepler-1220 b,CONFIRMED,0.9750,297.070370,42.977741,14.985
2223,9887224,K02464.01,,FALSE POSITIVE,0.0000,290.302950,46.790810,14.107
2224,7542369,K02465.01,,FALSE POSITIVE,0.0000,295.783810,43.182400,14.332
2225,8544992,K02466.01,Kepler-388 b,CONFIRMED,0.9970,284.828030,44.608730,14.993
2226,8544992,K02466.02,Kepler-388 c,CONFIRMED,0.9400,284.828030,44.608730,14.993
2227,11295426,K00246.01,Kepler-68 A b,CONFIRMED,1.0000,291.032320,49.040272,9.997
2228,7289162,K02539.01,,FALSE POSITIVE,0.0000,293.966890,42.841888,13.648
2229,3001885,K02540.01,,FALSE POSITIVE,0.0000,294.070400,38.181702,15.596
2230,12306058,K02541.01,Kepler-391 b,CONFIRMED,0.8680,290.621830,51.057301,13.007
2231,6183511,K02542.01,,CANDIDATE,0.9580,283.401950,41.516331,15.527
2232,12469800,K02543.01,,CANDIDATE,1.0000,295.909210,51.347939,15.351
2233,4915638,K02617.01,Kepler-1291 b,CONFIRMED,1.0000,289.377040,40.001160,15.868
2234,6351097,K02618.01,,FALSE POSITIVE,0.0000,287.138280,41.777710,14.521
2235,8081905,K02619.01,Kepler-1292 b,CONFIRMED,1.0000,284.905730,43.949162,15.934
2236,11465950,K02620.01,,CANDIDATE,1.0000,296.753390,49.378109,15.869
2237,9996632,K02621.01,,FALSE POSITIVE,0.2740,284.282590,46.991638,15.351
2238,4665571,K02393.01,,CANDIDATE,1.0000,294.664700,39.783829,14.903
2239,4829935,K02395.01,,FALSE POSITIVE,0.0000,290.062930,39.922272,14.779
2240,9269042,K02397.01,Kepler-1221 b,CONFIRMED,0.9970,285.822330,45.711891,15.563
2241,6199056,K02398.01,,CANDIDATE,0.9970,289.939270,41.502659,13.579
2242,11461433,K02399.01,Kepler-1222 b,CONFIRMED,0.9970,294.889650,49.379768,14.100
2243,11818607,K02467.01,,CANDIDATE,1.0000,294.224460,50.075588,14.630
2244,6149910,K02469.01,,CANDIDATE,1.0000,298.594820,41.435940,15.048
2245,9108085,K02470.01,,FALSE POSITIVE,0.0000,297.786470,45.417480,13.655
2246,5436013,K02471.01,,CANDIDATE,1.0000,287.706880,40.685242,14.556
2247,8676148,K02544.01,Kepler-1273 b,CONFIRMED,1.0000,285.803220,44.873428,15.826
2248,9696358,K02545.01,Kepler-1274 b,CONFIRMED,0.7390,284.593720,46.449780,11.752
2249,5039129,K02546.01,,FALSE POSITIVE,0.0000,298.346530,40.139790,14.332
2250,4484336,K02547.01,,CANDIDATE,0.9220,296.455750,39.598591,14.169
2251,9580167,K02548.01,,CANDIDATE,1.0000,288.181980,46.246181,14.992
2252,9757613,K00250.01,Kepler-26 b,CONFIRMED,1.0000,284.940980,46.566540,15.473
2253,11752906,K00253.01,,CANDIDATE,1.0000,285.574340,49.962269,15.254
2254,10916600,K02623.01,Kepler-1293 b,CONFIRMED,0.9940,290.025910,48.335949,13.383
2255,8429314,K02624.01,Kepler-1294 b,CONFIRMED,0.9970,291.268100,44.488190,15.174
2256,9153570,K02625.01,Kepler-1295 b,CONFIRMED,0.9500,291.397860,45.588558,15.890
2257,11768142,K02626.01,,CANDIDATE,0.9990,294.366090,49.915058,15.931
2258,7984574,K02400.01,,CANDIDATE,1.0000,299.061680,43.720329,15.664
2259,9592579,K00243.01,,FALSE POSITIVE,0.0000,293.670100,46.295670,15.106
2260,10336951,K02401.01,,CANDIDATE,0.9960,290.836270,47.444939,14.847
2261,8481129,K02402.01,Kepler-1223 b,CONFIRMED,0.9920,285.295750,44.552750,14.610
2262,2142522,K02403.01,Kepler-1224 b,CONFIRMED,0.7570,286.625760,37.537300,12.867
2263,9395719,K02472.01,Kepler-1250 b,CONFIRMED,1.0000,287.793850,45.980240,15.618
2264,8753896,K02473.01,Kepler-389 b,CONFIRMED,1.0000,291.959990,44.900021,15.770
2265,8240617,K02474.01,,CANDIDATE,,294.397490,44.124199,14.182
2266,8746295,K02475.01,,FALSE POSITIVE,0.0000,288.881230,44.959209,14.738
2267,10090257,K02476.01,,FALSE POSITIVE,0.0000,297.223940,47.025162,15.546
2268,11295426,K00246.02,Kepler-68 A c,CONFIRMED,1.0000,291.032320,49.040272,9.997
2269,10679583,K02549.01,,FALSE POSITIVE,0.0150,296.960170,47.964771,15.413
2270,11622985,K02550.01,,CANDIDATE,1.0000,297.240170,49.616859,15.419
2271,11361283,K02551.01,,CANDIDATE,0.9970,296.723050,49.106659,15.846
2272,8757824,K02552.01,Kepler-1275 b,CONFIRMED,0.9980,293.500490,44.932461,14.460
2273,9832208,K02553.01,,CANDIDATE,0.7170,292.307430,46.626640,15.639
2274,6124512,K02627.01,Kepler-1296 b,CONFIRMED,0.9960,292.125210,41.407810,14.667
2275,10070468,K02628.01,Kepler-1297 b,CONFIRMED,0.9980,289.956510,47.020390,14.812
2276,10031656,K02629.01,,FALSE POSITIVE,0.0000,298.754910,46.941589,15.408
2277,7584650,K02631.01,,CANDIDATE,0.9100,282.239690,43.244049,13.468
2278,11337566,K02632.01,Kepler-1298 b,CONFIRMED,1.0000,284.422730,49.106220,11.392
2279,6364215,K02404.01,,CANDIDATE,0.9720,291.877990,41.769581,15.656
2280,10202759,K02405.01,,FALSE POSITIVE,0.0000,289.802980,47.259159,12.335
2281,5007345,K02406.01,Kepler-1225 b,CONFIRMED,1.0000,290.633300,40.136990,14.689
2282,12120484,K02407.01,Kepler-1226 b,CONFIRMED,0.9930,296.376920,50.621471,14.150
2283,6429812,K02408.01,Kepler-1227 b,CONFIRMED,0.9980,287.066380,41.874908,14.183
2284,6846911,K02477.01,,CANDIDATE,0.9980,286.251650,42.378479,14.729
2285,5385439,K02478.01,,FALSE POSITIVE,0.0000,297.588010,40.577980,14.148
2286,5963582,K02479.01,,CANDIDATE,0.9470,292.885280,41.279240,12.939
2287,4476423,K02481.01,,CANDIDATE,,294.782350,39.596519,13.605
2288,11403389,K02482.01,Kepler-1251 b,CONFIRMED,1.0000,292.115170,49.256432,14.976
2289,9851662,K02483.01,Kepler-1252 b,CONFIRMED,0.9950,298.950320,46.692799,14.503
2290,6467363,K02840.01,,CANDIDATE,0.9950,298.353610,41.820068,13.884
2291,6467363,K02840.02,,CANDIDATE,1.0000,298.353610,41.820068,13.884
2292,8758204,K02841.01,,CANDIDATE,0.9960,293.639400,44.982529,15.822
2293,8733898,K02842.01,Kepler-446 b,CONFIRMED,1.0000,282.250210,44.921108,16.257
2294,8733898,K02842.02,Kepler-446 d,CONFIRMED,0.9920,282.250210,44.921108,16.257
2295,3228945,K02917.01,,FALSE POSITIVE,0.0000,289.793400,38.385078,15.021
2296,7008149,K02918.01,,FALSE POSITIVE,0.0010,281.559360,42.520489,15.786
2297,10332213,K02919.01,,CANDIDATE,1.0000,288.750730,47.490921,14.816
2298,7090524,K02920.01,Kepler-1386 b,CONFIRMED,0.9800,280.823390,42.636051,14.455
2299,11133306,K00276.01,Kepler-509 b,CONFIRMED,0.9990,289.664400,48.706211,11.854
2300,6307063,K02702.01,,FALSE POSITIVE,0.0000,297.629360,41.637459,13.693
2301,5871985,K02703.01,Kepler-1318 b,CONFIRMED,1.0000,290.376310,41.150742,15.165
2302,8292840,K00260.02,Kepler-126 d,CONFIRMED,1.0000,289.347320,44.208511,10.500
2303,9730163,K02704.01,Kepler-445 c,CONFIRMED,1.0000,298.736110,46.498634,17.475
2304,9730163,K02704.02,Kepler-445 b,CONFIRMED,0.9390,298.736110,46.498634,17.475
2305,11453592,K02705.01,Kepler-1319 b,CONFIRMED,1.0000,290.956150,49.366398,14.717
2306,3834322,K02763.01,,FALSE POSITIVE,0.0000,286.049900,38.960201,15.397
2307,10073672,K02764.01,,CANDIDATE,0.9300,291.231480,47.033932,15.794
2308,11188249,K02765.01,,FALSE POSITIVE,0.0010,290.637360,48.883133,13.883
2309,4677282,K02766.01,,FALSE POSITIVE,0.0000,297.110570,39.703911,13.157
2310,4858610,K02844.01,,FALSE POSITIVE,0.0000,297.380280,39.941071,15.003
2311,10591855,K02845.01,Kepler-1367 b,CONFIRMED,1.0000,288.416530,47.878731,15.571
2312,4832175,K02846.01,,FALSE POSITIVE,0.0000,290.731540,39.920269,15.761
2313,7749773,K02848.01,,CANDIDATE,1.0000,290.664120,43.499840,12.458
2314,9451706,K00271.03,Kepler-127 b,CONFIRMED,1.0000,285.190000,46.027962,11.485
2315,10064256,K02849.01,,CANDIDATE,1.0000,286.924290,47.053741,14.520
2316,6842807,K02921.01,,CANDIDATE,0.9370,284.354340,42.388371,15.460
2317,4381282,K02922.01,,FALSE POSITIVE,0.0000,295.535340,39.408180,15.481
2318,9815053,K02923.01,,CANDIDATE,0.9940,283.398250,46.689789,14.628
2319,7609553,K02924.01,Kepler-1387 b,CONFIRMED,0.9990,292.440400,43.209431,14.589
2320,10122538,K02926.01,Kepler-1388 b,CONFIRMED,1.0000,283.336060,47.174541,16.279
2321,9697131,K02706.01,,CANDIDATE,1.0000,285.077670,46.419601,10.268
2322,5480640,K02707.01,Kepler-399 d,CONFIRMED,0.9980,299.501740,40.670799,14.467
2323,5480640,K02707.02,Kepler-399 b,CONFIRMED,0.9980,299.501740,40.670799,14.467
2324,5480640,K02707.03,Kepler-399 c,CONFIRMED,0.9970,299.501740,40.670799,14.467
2325,5175986,K02708.01,Kepler-1320 b,CONFIRMED,0.0000,288.433590,40.380878,15.898
2326,9008737,K02768.01,Kepler-404 b,CONFIRMED,,286.398620,45.343529,15.228
2327,9008737,K02768.02,Kepler-404 c,CONFIRMED,,286.398620,45.343529,15.228
2328,9692128,K02769.01,,FALSE POSITIVE,0.0000,282.012510,46.428200,13.660
2329,10917043,K02770.01,,CANDIDATE,1.0000,290.253850,48.360821,15.558
2330,6521045,K00041.02,Kepler-100 b,CONFIRMED,1.0000,291.385990,41.990269,11.197
2331,8167959,K00267.01,,FALSE POSITIVE,,292.626370,44.021130,10.458
2332,4075015,K02850.01,,FALSE POSITIVE,0.0000,295.860080,39.140839,15.411
2333,6697605,K02851.01,,CANDIDATE,0.7090,293.566350,42.132580,15.472
2334,6697605,K02851.02,,CANDIDATE,1.0000,293.566350,42.132580,15.472
2335,6294819,K02852.01,Kepler-1368 b,CONFIRMED,0.9980,294.766970,41.644680,15.892
2336,12602314,K02853.01,,CANDIDATE,0.9920,290.433230,51.626041,14.946
2337,5787131,K02927.01,,CANDIDATE,0.9880,290.540070,41.093040,15.849
2338,3230753,K02928.01,,FALSE POSITIVE,0.0000,290.247100,38.339390,14.625
2339,8358012,K02929.01,,FALSE POSITIVE,0.0000,288.969420,44.359009,14.890
2340,4664046,K02930.01,,FALSE POSITIVE,0.0000,294.306520,39.765282,15.625
2341,11401755,K00277.01,Kepler-36 c,CONFIRMED,1.0000,291.250180,49.231834,11.866
2342,4180401,K02709.01,,FALSE POSITIVE,0.0000,296.547360,39.222542,14.373
2343,6350476,K02710.01,,FALSE POSITIVE,0.0000,286.865260,41.796021,14.139
2344,8292840,K00260.03,Kepler-126 c,CONFIRMED,1.0000,289.347320,44.208511,10.500
2345,5272233,K02711.01,Kepler-400 b,CONFIRMED,1.0000,290.944490,40.480042,13.642
2346,5272233,K02711.02,Kepler-400 c,CONFIRMED,0.9920,290.944490,40.480042,13.642
2347,11456382,K02771.01,,FALSE POSITIVE,0.0000,292.498020,49.329006,11.751
2348,3130548,K02773.01,,FALSE POSITIVE,0.0000,294.576970,38.265518,14.853
2349,9593757,K02774.01,,FALSE POSITIVE,0.0000,294.106200,46.210991,17.690
2350,6346809,K02775.01,,CANDIDATE,1.0000,285.098720,41.775921,14.940
2351,4275117,K02776.01,,FALSE POSITIVE,0.0000,294.638340,39.397980,14.716
2352,6545051,K02777.01,,FALSE POSITIVE,0.0000,297.820560,41.966930,15.734
2353,5513866,K02854.01,,FALSE POSITIVE,0.0000,284.354460,40.723286,13.573
2354,4547603,K02855.01,,CANDIDATE,0.9630,287.192470,39.626148,14.456
2355,5688910,K02856.01,Kepler-1369 b,CONFIRMED,0.9180,285.797240,40.936180,15.323
2356,6345732,K02857.01,Kepler-1370 b,CONFIRMED,1.0000,284.565670,41.778481,13.701
2357,5716763,K00272.01,,FALSE POSITIVE,0.0000,295.101140,40.986679,12.107
2358,6345732,K02857.02,Kepler-1370 c,CONFIRMED,0.9310,284.565670,41.778481,13.701
2359,8611257,K02931.01,Kepler-1389 b,CONFIRMED,0.9990,285.717410,44.758419,14.699
2360,3861611,K02932.01,,FALSE POSITIVE,0.0000,294.360570,38.948181,15.851
2361,12416987,K02933.01,,FALSE POSITIVE,0.0000,295.677980,51.257839,15.823
2362,8259713,K02935.01,,CANDIDATE,0.9990,299.661100,44.112381,13.603
2363,10880507,K02936.01,Kepler-1390 b,CONFIRMED,0.7300,298.662350,48.248760,14.421
2364,11098013,K02712.01,,CANDIDATE,1.0000,297.747280,48.694309,11.125
2365,5443604,K02713.01,,FALSE POSITIVE,0.0000,290.285030,40.689362,14.985
2366,12206313,K02714.01,Kepler-401 b,CONFIRMED,0.9820,290.082760,50.863480,13.312
2367,12206313,K02714.02,Kepler-401 c,CONFIRMED,0.9980,290.082760,50.863480,13.312
2368,9837661,K02715.01,Kepler-1321 b,CONFIRMED,1.0000,294.528590,46.640968,16.835
2369,7769819,K02778.01,Kepler-1342 b,CONFIRMED,1.0000,297.020080,43.432549,15.392
2370,11874577,K02779.01,,CANDIDATE,0.9980,296.772830,50.188419,14.936
2371,12164564,K02780.01,Kepler-1343 b,CONFIRMED,0.9960,294.294530,50.725368,15.526
2372,8190354,K02781.01,,FALSE POSITIVE,0.0000,299.057250,44.074902,12.743
2373,3425851,K00268.01,,CANDIDATE,1.0000,285.728790,38.506973,10.560
2374,10397751,K02859.01,Kepler-1371 b,CONFIRMED,1.0000,288.831360,47.551991,13.851
2375,10397751,K02859.02,Kepler-1371 c,CONFIRMED,0.8290,288.831360,47.551991,13.851
2376,10397751,K02859.03,,CANDIDATE,1.0000,288.831360,47.551991,13.851
2377,7815931,K02861.01,,FALSE POSITIVE,0.0000,289.647640,43.579182,14.944
2378,6679295,K02862.01,,CANDIDATE,0.9930,287.948610,42.156139,15.907
2379,9642292,K02946.01,Kepler-1392 b,CONFIRMED,0.9970,288.766970,46.394421,15.679
2380,6356692,K02948.01,,CANDIDATE,1.0000,289.394740,41.782349,11.926
2381,6026737,K02949.01,,CANDIDATE,0.9340,285.875790,41.332432,13.313
2382,4991208,K02951.01,Kepler-1393 b,CONFIRMED,0.9980,284.459470,40.142559,13.348
2383,8243283,K02952.01,,FALSE POSITIVE,0.0000,295.231510,44.112900,15.229
2384,9837661,K02715.02,Kepler-1321 c,CONFIRMED,1.0000,294.528590,46.640968,16.835
2385,9837661,K02715.03,,CANDIDATE,1.0000,294.528590,46.640968,16.835
2386,9092504,K02716.01,Kepler-1322 b,CONFIRMED,1.0000,293.204530,45.435398,15.810
2387,5383248,K00261.01,Kepler-96 b,CONFIRMED,1.0000,297.069610,40.525131,10.297
2388,10001368,K02785.01,Kepler-1344 b,CONFIRMED,1.0000,287.086300,46.945808,14.083
2389,9466429,K02786.01,Kepler-1345 b,CONFIRMED,0.9960,292.477970,46.022831,13.791
2390,4365442,K02787.01,,FALSE POSITIVE,0.0000,291.685730,39.428860,13.297
2391,8885643,K02789.01,Kepler-1346 b,CONFIRMED,1.0000,291.841310,45.179180,14.497
2392,5652893,K02790.01,Kepler-1347 b,CONFIRMED,1.0000,299.659610,40.843849,13.380
2393,3241557,K02863.01,,FALSE POSITIVE,0.0000,293.078060,38.359081,13.778
2394,3957082,K02864.01,,FALSE POSITIVE,0.0010,292.237820,39.005070,12.923
2395,8681833,K02865.01,Kepler-1372 b,CONFIRMED,0.9820,288.886630,44.839550,15.371
2396,4138951,K02866.01,Kepler-1373 b,CONFIRMED,0.9900,285.752040,39.249210,14.135
2397,3102384,K00273.01,Kepler-454 b,CONFIRMED,1.0000,287.478520,38.228840,11.457
2398,10471515,K02961.01,Kepler-1395 b,CONFIRMED,0.9920,292.337550,47.664200,12.581
2399,4935172,K02962.01,,CANDIDATE,0.7850,294.863190,40.007511,14.229
2400,8760040,K02963.01,Kepler-1396 b,CONFIRMED,0.9990,294.336460,44.918289,14.544
2401,8760040,K02963.02,,CANDIDATE,0.9130,294.336460,44.918289,14.544
2402,10098844,K02964.01,Kepler-1397 b,CONFIRMED,0.9850,299.675870,47.075840,14.089
2403,9467404,K02717.01,Kepler-1323 b,CONFIRMED,1.0000,292.872280,46.098881,12.410
2404,5308666,K02718.01,,FALSE POSITIVE,0.0000,299.556340,40.460297,13.819
2405,5184911,K02719.01,Kepler-1324 b,CONFIRMED,1.0000,291.184970,40.311211,15.141
2406,8176564,K02720.01,,CANDIDATE,1.0000,295.439670,44.039162,10.338
2407,6587105,K02721.01,Kepler-1325 b,CONFIRMED,1.0000,285.017210,42.085381,15.160
2408,11662184,K02791.01,Kepler-1348 b,CONFIRMED,0.9950,292.087460,49.788761,14.718
2409,11127479,K02792.01,Kepler-1349 b,CONFIRMED,1.0000,286.338350,48.744099,11.126
2410,5428668,K02794.01,,FALSE POSITIVE,0.0000,284.444700,40.693508,15.728
2411,5041569,K02795.01,,FALSE POSITIVE,0.0240,298.853610,40.131088,15.273
2412,10604521,K02797.01,,CANDIDATE,1.0000,293.683560,47.833141,15.800
2413,9899181,K02867.01,,FALSE POSITIVE,0.0000,295.150510,46.772305,12.912
2414,9899181,K02867.02,,FALSE POSITIVE,0.0000,295.150510,46.772305,12.912
2415,8884274,K02868.01,Kepler-1374 b,CONFIRMED,1.0000,291.349980,45.172272,15.970
2416,7767162,K02869.01,Kepler-1375 b,CONFIRMED,1.0000,296.293550,43.403271,13.749
2417,4861791,K02870.01,,FALSE POSITIVE,0.0000,298.039310,39.901939,15.957
2418,4385148,K02942.01,,CANDIDATE,0.9540,296.264560,39.405960,15.480
2419,4385148,K02942.02,,CANDIDATE,0.9730,296.264560,39.405960,15.480
2420,9838468,K02943.01,Kepler-1391 b,CONFIRMED,0.9480,294.831020,46.659592,13.852
2421,6781548,K02944.01,,FALSE POSITIVE,0.0000,293.078340,42.277039,15.676
2422,8617363,K02945.01,,CANDIDATE,0.9880,288.955510,44.705700,15.999
2423,11401755,K00277.02,Kepler-36 b,CONFIRMED,0.0630,291.250180,49.231834,11.866
2424,7673192,K02722.01,Kepler-402 c,CONFIRMED,0.9800,288.370240,43.354610,13.268
2425,7673192,K02722.02,Kepler-402 e,CONFIRMED,1.0000,288.370240,43.354610,13.268
2426,7673192,K02722.03,Kepler-402 b,CONFIRMED,0.9970,288.370240,43.354610,13.268
2427,7673192,K02722.04,Kepler-402 d,CONFIRMED,0.9990,288.370240,43.354610,13.268
2428,11807274,K00262.01,Kepler-50 b,CONFIRMED,1.0000,288.100860,50.033718,10.421
2429,7670943,K00269.01,,CANDIDATE,1.0000,287.345730,43.378391,10.927
2430,6697756,K02798.01,Kepler-1351 b,CONFIRMED,0.9920,293.608730,42.197681,14.107
2431,5649833,K02799.01,,FALSE POSITIVE,0.0000,299.078830,40.832291,13.364
2432,10518399,K02800.01,,FALSE POSITIVE,0.0000,283.737060,47.797131,14.515
2433,5905822,K02801.01,,CANDIDATE,1.0000,299.160490,41.143730,10.787
2434,10793172,K02871.01,,CANDIDATE,0.9890,290.201630,48.185822,14.754
2435,10793172,K02871.02,,CANDIDATE,0.9950,290.201630,48.185822,14.754
2436,7136729,K02872.01,,FALSE POSITIVE,0.0000,296.886540,42.655079,14.162
2437,6364276,K02873.01,,FALSE POSITIVE,0.0000,291.898930,41.744492,15.290
2438,4367854,K02876.01,,FALSE POSITIVE,0.2760,292.379030,39.435841,14.937
2439,5108946,K02955.01,,FALSE POSITIVE,0.0000,294.471250,40.278759,15.046
2440,10597693,K02958.01,,CANDIDATE,1.0000,290.928800,47.887249,14.756
2441,7466270,K02959.01,,CANDIDATE,0.7820,297.272220,43.098721,15.771
2442,10876237,K02960.01,,FALSE POSITIVE,0.0000,297.317600,48.239368,13.147
2443,12314973,K00279.01,Kepler-450 b,CONFIRMED,1.0000,295.486510,51.013500,11.684
2444,3346154,K02723.01,,CANDIDATE,1.0000,292.427490,38.472912,14.575
2445,5308387,K02724.01,,FALSE POSITIVE,0.0000,299.507510,40.477428,12.878
2446,6233573,K02725.01,,FALSE POSITIVE,0.0000,299.064910,41.508301,13.744
2447,10363281,K02726.01,,FALSE POSITIVE,0.0000,299.629520,47.479809,12.310
2448,4861527,K02727.01,,FALSE POSITIVE,0.0000,297.981410,39.900162,13.859
2449,9898447,K02803.01,,CANDIDATE,1.0000,294.866880,46.790562,12.258
2450,5307568,K02804.01,,FALSE POSITIVE,0.0010,299.355190,40.433060,14.037
2451,11135308,K02805.01,Kepler-1352 b,CONFIRMED,0.9990,290.693730,48.701481,13.295
2452,6521045,K00041.03,Kepler-100 d,CONFIRMED,1.0000,291.385990,41.990269,11.197
2453,8077137,K00274.01,Kepler-128 b,CONFIRMED,1.0000,282.492220,43.980209,11.390
2454,7019524,K02877.01,Kepler-1376 b,CONFIRMED,0.9810,286.958440,42.541382,14.699
2455,5106313,K02878.01,,CANDIDATE,0.9910,293.793580,40.240929,14.756
2456,9825174,K02880.01,Kepler-1377 b,CONFIRMED,0.9930,289.195470,46.651699,15.918
2457,5642620,K02882.01,,FALSE POSITIVE,0.0000,297.590850,40.814960,15.398
2458,5014903,K02966.01,,FALSE POSITIVE,0.0000,292.909030,40.152039,15.648
2459,5980783,K02967.01,,CANDIDATE,0.9830,297.199280,41.226429,15.527
2460,8873090,K02968.01,,CANDIDATE,0.9990,286.580140,45.163822,11.912
2461,12008872,K02729.01,Kepler-1327 b,CONFIRMED,1.0000,289.064850,50.460972,13.914
2462,8415200,K02730.01,Kepler-1328 b,CONFIRMED,0.9890,284.675380,44.417770,13.836
2463,4072333,K02731.01,,FALSE POSITIVE,0.0000,295.330140,39.162540,15.664
2464,9886361,K02732.01,Kepler-403 b,CONFIRMED,1.0000,289.921450,46.744560,12.805
2465,9886361,K02732.03,Kepler-403 c,CONFIRMED,0.9860,289.921450,46.744560,12.805
2466,3730335,K02808.01,,FALSE POSITIVE,0.0000,285.919430,38.871815,13.484
2467,6528464,K00270.01,Kepler-449 b,CONFIRMED,1.0000,293.732820,41.900829,11.411
2468,7428316,K02809.01,,FALSE POSITIVE,0.0000,285.984830,43.090912,14.800
2469,10275766,K02810.01,,FALSE POSITIVE,0.0000,292.544800,47.371910,15.396
2470,10275766,K02810.02,,FALSE POSITIVE,,292.544800,47.371910,15.396
2471,6370120,K02811.01,,CANDIDATE,1.0000,293.728940,41.701210,15.169
2472,5642620,K02882.02,,FALSE POSITIVE,0.0000,297.590850,40.814960,15.398
2473,5209845,K02883.01,Kepler-1378 b,CONFIRMED,1.0000,297.373320,40.366402,15.911
2474,9652649,K02884.01,,FALSE POSITIVE,0.0000,293.258120,46.305729,14.103
2475,11100670,K02885.01,,FALSE POSITIVE,0.0000,298.764040,48.644920,13.776
2476,6129524,K02886.01,Kepler-1379 b,CONFIRMED,1.0000,293.670470,41.410252,15.919
2477,5794570,K02675.01,Kepler-1312 b,CONFIRMED,1.0000,292.971250,41.035770,12.430
2478,5794570,K02675.02,,CANDIDATE,1.0000,292.971250,41.035770,12.430
2479,5649325,K02676.01,,FALSE POSITIVE,0.0000,298.980380,40.872040,13.560
2480,9958387,K02677.01,,CANDIDATE,0.9990,294.757690,46.831120,13.460
2481,6779260,K02678.01,Kepler-1313 b,CONFIRMED,1.0000,292.388550,42.233261,11.799
2482,11807274,K00262.02,Kepler-50 c,CONFIRMED,1.0000,288.100860,50.033718,10.421
2483,5953297,K02733.01,,CANDIDATE,1.0000,289.553010,41.297852,14.009
2484,7659389,K02734.01,,CANDIDATE,1.0000,281.049160,43.322601,15.768
2485,9472074,K02735.01,,CANDIDATE,1.0000,294.596560,46.048302,15.600
2486,10842192,K02736.01,Kepler-1329 b,CONFIRMED,1.0000,281.647740,48.271049,15.911
2487,2442448,K02812.01,Kepler-1354 b,CONFIRMED,0.9970,291.245180,37.759060,14.357
2488,11197853,K02813.01,,CANDIDATE,1.0000,295.342220,48.856152,13.586
2489,9665922,K02815.01,,FALSE POSITIVE,0.0000,297.860110,46.386261,13.529
2490,11283615,K02816.01,Kepler-1355 b,CONFIRMED,1.0000,283.741420,49.067982,15.471
2491,7605093,K02817.01,Kepler-1356 b,CONFIRMED,1.0000,290.995360,43.243938,15.760
2492,8077137,K00274.02,Kepler-128 c,CONFIRMED,1.0000,282.492220,43.980209,11.390
2493,12023078,K02888.01,,FALSE POSITIVE,0.0000,296.587340,50.490761,12.650
2494,6364162,K02889.01,,FALSE POSITIVE,0.0000,291.858980,41.728489,15.163
2495,6716021,K02679.01,,CANDIDATE,0.9840,297.841250,42.118252,13.455
2496,11231334,K00258.01,,FALSE POSITIVE,0.0000,284.541840,48.961281,9.887
2497,8326342,K02680.01,,FALSE POSITIVE,0.0000,299.791500,44.281231,14.599
2498,6878240,K02681.01,Kepler-397 c,CONFIRMED,1.0000,295.894100,42.380451,15.996
2499,6878240,K02681.02,Kepler-397 b,CONFIRMED,0.9600,295.894100,42.380451,15.996
2500,2436378,K02682.01,,FALSE POSITIVE,0.0060,290.141750,37.741367,18.498
2501,6614629,K02737.01,,FALSE POSITIVE,0.0000,294.253390,42.062382,12.428
2502,6630943,K02738.01,,FALSE POSITIVE,0.0000,298.031040,42.052479,14.606
2503,4831728,K02739.01,Kepler-1330 b,CONFIRMED,1.0000,290.576720,39.956890,15.017
2504,3336765,K02740.01,,FALSE POSITIVE,0.0000,289.955810,38.463631,13.617
2505,4270565,K02819.01,,FALSE POSITIVE,0.0030,293.603940,39.388599,15.154
2506,6528464,K00270.02,Kepler-449 c,CONFIRMED,0.7970,293.732820,41.900829,11.411
